FL_DATE,AIRLINE,ORIGIN,DEST,CRS_DEP_TIME,NUM_PREVIOUS_FLIGHTS_LATE,AVG_GATE_WAIT_TIME,DELAYED
2087-06-23,Frontier,SFO,CLT,1481,2,34.967065440440614,0
2087-06-24,Spirit,SEA,IAH,2341,1,29.21878106733108,0
2087-06-25,Delta,MIA,CLT,1874,2,26.450312134396782,0
2087-06-26,Alaska,LAX,FLL,1372,8,54.64341927125601,1
2087-06-27,Southwest,SEA,SLC,2232,9,22.246859373161108,1
2087-06-28,Frontier,DEN,SLC,1897,1,48.00683041006868,0
2087-06-29,Southwest,DEN,BOS,863,8,51.81706837526773,1
2087-06-30,United,LAX,EWR,978,6,15.014431724412105,1
2087-07-01,American,LAX,CLT,1834,0,39.70327409249246,0
2087-07-02,American,SEA,MSP,1462,0,4.863632282217734,0
2087-07-03,Delta,ORD,IAH,1963,1,30.829786227505057,0
2087-07-04,JetBlue,JFK,EWR,642,0,19.1772522169804,0
2087-07-05,Spirit,JFK,SLC,1454,8,57.86158865515198,1
2087-07-06,JetBlue,SEA,LAS,1836,7,53.805509497306176,1
2087-07-07,Spirit,ORD,FLL,1170,8,3.0730958928319763,1
2087-07-08,Alaska,DEN,MSP,1080,2,17.435938836267365,0
2087-07-09,Frontier,ORD,SLC,513,3,3.2968257250369026,0
2087-07-10,Spirit,ORD,LAS,777,5,58.320100641301124,1
2087-07-11,Frontier,ORD,LAS,1264,2,6.776765976851866,0
2087-07-12,Delta,JFK,SLC,1826,7,25.80354404635445,1
2087-07-13,United,ORD,BOS,1350,7,38.09890973233522,1
2087-07-14,United,SEA,SLC,605,6,44.06042051243381,1
2087-07-15,American,SFO,FLL,733,2,7.235618748457419,0
2087-07-16,United,MIA,FLL,627,9,17.72702271394356,1
2087-07-17,Alaska,ATL,DTW,1821,9,53.94757118784585,1
2087-07-18,Southwest,ATL,LAS,954,5,27.2923389934611,1
2087-07-19,United,ATL,IAH,1771,3,8.32299485308971,0
2087-07-20,Delta,SFO,BWI,1001,7,39.01583893787569,1
2087-07-21,Alaska,SFO,EWR,2352,9,10.828350457826026,1
2087-07-22,United,LAX,CLT,1144,5,11.501787887887671,1
2087-07-23,JetBlue,MIA,CLT,1547,6,40.279329652111656,1
2087-07-24,Spirit,SEA,EWR,1921,6,20.67319255507233,1
2087-07-25,United,LAX,BOS,1571,7,2.3330585434441087,1
2087-07-26,JetBlue,ORD,BOS,1282,6,25.722194556080378,1
2087-07-27,Alaska,MIA,IAH,1295,2,36.92585565903328,0
2087-07-28,United,DFW,BWI,880,8,20.615657630274537,1
2087-07-29,JetBlue,DFW,FLL,1773,5,38.74920815777877,1
2087-07-30,Southwest,MIA,IAH,1684,3,49.97682372516146,0
2087-07-31,Frontier,DFW,FLL,1623,3,12.527391985914774,0
2087-08-01,American,LAX,MSP,2338,4,6.875252219598156,0
2087-08-02,Alaska,SFO,EWR,1958,4,40.70550034022992,0
2087-08-03,JetBlue,MIA,LAS,1352,9,28.373005599416615,1
2087-08-04,Delta,DFW,CLT,1963,2,15.4022889056823,0
2087-08-05,Frontier,SEA,CLT,1988,2,37.9215327560162,0
2087-08-06,United,DFW,CLT,1205,2,32.89588506231936,0
2087-08-07,JetBlue,ORD,BWI,1577,1,16.746849787586573,0
2087-08-08,Frontier,LAX,BWI,628,1,24.68073354121749,0
2087-08-09,Spirit,DEN,LAS,2048,7,9.137885346605813,1
2087-08-10,Frontier,JFK,SLC,1347,5,57.08776502292885,1
2087-08-11,JetBlue,LAX,BWI,1112,0,0.8828391456650642,0
2087-08-12,JetBlue,PHX,BOS,706,6,11.024136312078689,1
2087-08-13,Spirit,PHX,CLT,1242,8,26.597604147633195,1
2087-08-14,American,JFK,SLC,2335,6,1.6296774526327584,1
2087-08-15,Frontier,SFO,BOS,1351,0,35.319553100054456,0
2087-08-16,Spirit,ATL,IAH,626,3,56.8426344894261,1
2087-08-17,Spirit,DFW,SLC,1009,6,7.500220684215256,1
2087-08-18,Frontier,SEA,DTW,1833,9,50.901520131442915,1
2087-08-19,Delta,SFO,SLC,997,0,10.270005459988736,0
2087-08-20,Spirit,PHX,BWI,1345,9,54.326965723493565,1
2087-08-21,Delta,MIA,MSP,1206,6,20.171232265531458,1
2087-08-22,Southwest,JFK,LAS,1346,0,26.67309817009633,0
2087-08-23,Frontier,SFO,CLT,863,2,58.62993029714671,1
2087-08-24,Spirit,ATL,BOS,1267,8,58.05303624505924,1
2087-08-25,American,MIA,SLC,1188,2,53.44458286515803,1
2087-08-26,Spirit,ORD,EWR,2105,9,30.510760030294843,1
2087-08-27,JetBlue,LAX,LAS,1660,9,36.51588038687868,1
2087-08-28,Alaska,JFK,FLL,670,1,25.19506194297639,0
2087-08-29,American,PHX,BWI,1760,3,32.181799913806216,0
2087-08-30,Spirit,SEA,LAS,1715,5,33.71519972883844,1
2087-08-31,American,ORD,LAS,2272,2,10.045341737279154,0
2087-09-01,Frontier,ORD,SLC,1434,2,34.983009795845476,0
2087-09-02,Delta,SFO,BWI,2130,1,23.37055122667366,0
2087-09-03,Southwest,JFK,FLL,2007,0,8.66579462172318,0
2087-09-04,Southwest,LAX,EWR,2288,9,23.309933655742782,1
2087-09-05,Frontier,JFK,BOS,1816,6,2.4455704722174287,1
2087-09-06,Frontier,MIA,BWI,781,4,59.59414955896907,1
2087-09-07,American,ATL,MSP,1429,7,12.341988082661924,1
2087-09-08,Frontier,ORD,DTW,585,8,49.72267898866003,1
2087-09-09,American,ORD,LAS,535,2,6.256123335630505,0
2087-09-10,Frontier,PHX,CLT,2081,5,55.2001689656909,1
2087-09-11,Spirit,ORD,BOS,2355,8,21.254341888983422,1
2087-09-12,Frontier,LAX,CLT,964,1,52.38476147434837,1
2087-09-13,United,SEA,FLL,1213,8,14.367076263809091,1
2087-09-14,JetBlue,JFK,CLT,2291,7,58.81742826464572,1
2087-09-15,Delta,SEA,EWR,2148,0,14.969504515999208,0
2087-09-16,JetBlue,PHX,FLL,2045,2,38.38802547530784,0
2087-09-17,Alaska,SFO,BOS,1260,5,13.657554806680013,1
2087-09-18,Alaska,MIA,FLL,1982,4,29.650952543438652,0
2087-09-19,Southwest,ORD,BOS,530,6,28.532589019481577,1
2087-09-20,Delta,DEN,FLL,2117,1,55.933695251865345,1
2087-09-21,JetBlue,PHX,SLC,1837,8,22.99989230868107,1
2087-09-22,Southwest,MIA,LAS,1807,2,19.17576880763189,0
2087-09-23,Alaska,JFK,MSP,918,8,30.64987763455252,1
2087-09-24,American,DFW,BOS,1779,7,27.433473303292686,1
2087-09-25,Delta,ATL,BOS,1222,4,39.10150929546529,0
2087-09-26,Delta,DFW,MSP,2025,8,26.155293221110224,1
2087-09-27,Frontier,ORD,MSP,2220,6,48.503110863317765,1
2087-09-28,Frontier,SEA,MSP,1088,3,8.9171500194583,0
2087-09-29,JetBlue,ORD,FLL,1415,7,39.06405665666187,1
2087-09-30,Frontier,MIA,MSP,2071,7,28.940058744723515,1
2087-10-01,Frontier,SEA,CLT,562,3,34.5035562308769,0
2087-10-02,Spirit,ATL,SLC,1593,8,44.38304384943921,1
2087-10-03,United,PHX,LAS,1152,4,26.742131929445886,0
2087-10-04,JetBlue,MIA,SLC,916,0,49.29450510035145,0
2087-10-05,Frontier,MIA,SLC,2150,3,18.955333214778747,0
2087-10-06,American,PHX,BWI,933,8,37.34504433051153,1
2087-10-07,Spirit,DEN,EWR,682,0,14.720776729584948,0
2087-10-08,Spirit,ORD,BOS,2085,6,17.49961843710557,1
2087-10-09,Spirit,PHX,MSP,1351,7,11.119494315827637,1
2087-10-10,American,SFO,EWR,1063,7,39.64613900117943,1
2087-10-11,Southwest,MIA,BWI,2338,9,57.57581908718383,1
2087-10-12,Delta,DEN,MSP,1950,4,11.197230705663392,0
2087-10-13,Southwest,LAX,EWR,842,2,21.71289474235376,0
2087-10-14,American,DFW,FLL,893,5,4.602893004023141,1
2087-10-15,United,SEA,FLL,605,1,54.42017172752191,1
2087-10-16,Delta,ORD,IAH,1601,8,6.264809549897987,1
2087-10-17,American,MIA,CLT,869,1,16.98122974972282,0
2087-10-18,United,SEA,EWR,2339,7,7.826032403649261,1
2087-10-19,JetBlue,DFW,DTW,1719,0,54.68673056723673,1
2087-10-20,Alaska,ATL,FLL,1345,6,45.691829881519965,1
2087-10-21,Spirit,MIA,LAS,880,0,55.93230837672812,1
2087-10-22,Frontier,MIA,FLL,604,4,2.537359327085127,0
2087-10-23,American,SEA,SLC,872,4,36.49968868093314,0
2087-10-24,Alaska,MIA,BWI,1775,9,44.78035299307782,1
2087-10-25,Southwest,MIA,IAH,1962,7,38.71668375954853,1
2087-10-26,Alaska,PHX,CLT,1565,0,12.68452771935836,0
2087-10-27,American,SFO,FLL,1520,7,50.758415316929046,1
2087-10-28,Alaska,JFK,CLT,2002,0,44.120878360774284,0
2087-10-29,Spirit,ATL,LAS,719,3,21.38184472821229,0
2087-10-30,Delta,JFK,SLC,530,4,4.250759015055645,0
2087-10-31,American,ORD,MSP,1937,4,8.866356135142613,0
2087-11-01,United,SFO,SLC,1849,5,32.06613737347614,1
2087-11-02,Alaska,MIA,BWI,2011,4,48.637359361233976,0
2087-11-03,Delta,ORD,BWI,1760,8,18.68231574902157,1
2087-11-04,Spirit,ATL,SLC,506,3,42.79645612135299,0
2087-11-05,Southwest,LAX,FLL,1939,1,57.59217053577802,1
2087-11-06,Southwest,LAX,DTW,1309,3,2.9677814861980267,0
2087-11-07,Spirit,SEA,CLT,1933,2,3.557024266037667,0
2087-11-08,Alaska,LAX,CLT,2175,7,2.19995209110462,1
2087-11-09,Southwest,MIA,BOS,2177,1,53.74895548531543,1
2087-11-10,United,JFK,EWR,1308,8,24.60888804860385,1
2087-11-11,American,DEN,CLT,542,3,21.190891774163177,0
2087-11-12,Delta,PHX,IAH,1809,5,22.09408520501992,1
2087-11-13,JetBlue,JFK,CLT,508,7,19.260854911522443,1
2087-11-14,Alaska,JFK,BOS,1857,7,3.587077944118051,1
2087-11-15,Southwest,DEN,MSP,1927,4,50.557342398931425,1
2087-11-16,American,MIA,SLC,1975,7,34.34755946501804,1
2087-11-17,JetBlue,PHX,LAS,1548,9,7.129510774614385,1
2087-11-18,United,ATL,MSP,1001,6,17.689612877665322,1
2087-11-19,Southwest,ORD,MSP,630,2,22.039565112527878,0
2087-11-20,Southwest,SEA,FLL,1560,9,30.846613693192424,1
2087-11-21,Delta,LAX,EWR,911,6,49.281644240720055,1
2087-11-22,United,DFW,BOS,2109,9,48.56958957206046,1
2087-11-23,United,DFW,IAH,943,1,55.39435433975216,1
2087-11-24,Alaska,JFK,FLL,829,9,23.375494256024933,1
2087-11-25,JetBlue,PHX,IAH,687,4,39.23134632701591,0
2087-11-26,Delta,DEN,DTW,735,3,43.98626023179411,0
2087-11-27,Alaska,JFK,SLC,1671,7,19.891452710105217,1
2087-11-28,Delta,DFW,SLC,2289,5,18.292847263371065,1
2087-11-29,United,MIA,LAS,1731,8,27.77914247007012,1
2087-11-30,Delta,SFO,LAS,1080,3,57.456664458158535,1
2087-12-01,Delta,LAX,IAH,1387,4,33.34888039584297,0
2087-12-02,Delta,SFO,IAH,891,1,11.306362398965323,0
2087-12-03,Frontier,PHX,FLL,2240,5,39.61936568426566,1
2087-12-04,American,LAX,LAS,1083,4,0.49442050130876547,0
2087-12-05,American,LAX,LAS,1616,3,34.57834451391841,0
2087-12-06,JetBlue,DEN,FLL,2323,0,15.25993339914189,0
2087-12-07,JetBlue,MIA,CLT,607,4,35.678191123970805,0
2087-12-08,Spirit,SFO,BWI,1163,3,3.5350283605280697,0
2087-12-09,United,JFK,EWR,1993,2,56.48885578723645,1
2087-12-10,Delta,PHX,EWR,1222,8,31.421846362123436,1
2087-12-11,United,DFW,EWR,524,6,23.843340976642487,1
2087-12-12,American,JFK,CLT,1982,4,8.342489120167109,0
2087-12-13,Frontier,SEA,FLL,1891,4,2.132677114773336,0
2087-12-14,Delta,LAX,FLL,1739,9,4.197972412286324,1
2087-12-15,Alaska,DEN,IAH,755,8,50.27058281985437,1
2087-12-16,American,ORD,SLC,1031,8,23.415324974947985,1
2087-12-17,American,PHX,FLL,1832,9,45.526841685845,1
2087-12-18,American,MIA,CLT,999,0,35.89842733050209,0
2087-12-19,Spirit,LAX,IAH,1636,9,34.046076612986575,1
2087-12-20,Delta,PHX,BWI,1267,1,15.401539627547097,0
2087-12-21,JetBlue,ATL,MSP,1626,9,4.6202078099835315,1
2087-12-22,Southwest,PHX,DTW,992,4,34.964330705907656,0
2087-12-23,Alaska,ORD,SLC,1544,7,15.615088762144627,1
2087-12-24,Alaska,JFK,IAH,784,8,56.13226928944781,1
2087-12-25,United,PHX,IAH,1724,3,43.89265608900329,0
2087-12-26,Delta,DFW,CLT,2353,1,4.652872130470143,0
2087-12-27,JetBlue,SEA,IAH,571,6,38.849309108677964,1
2087-12-28,American,DFW,BOS,2197,2,0.07395941723624233,0
2087-12-29,Southwest,JFK,LAS,2338,7,2.045728035701313,1
2087-12-30,Delta,SFO,DTW,2077,5,29.935994580192137,1
2087-12-31,Delta,ATL,LAS,1109,2,52.23648071685281,1
2088-01-01,Spirit,MIA,SLC,508,9,46.445050506562644,1
2088-01-02,JetBlue,SFO,FLL,834,2,2.7057499977807087,0
2088-01-03,Southwest,ORD,DTW,2243,7,27.550941770224217,1
2088-01-04,American,ATL,DTW,1240,5,39.49896171191213,1
2088-01-05,Delta,DEN,DTW,1943,9,15.064772707341472,1
2088-01-06,Alaska,DEN,CLT,1530,7,17.79343047734924,1
2088-01-07,Frontier,MIA,LAS,1004,3,5.467767164230559,0
2088-01-08,Alaska,ORD,DTW,1206,1,53.44328407176506,1
2088-01-09,Southwest,ATL,FLL,2259,3,2.0566199243716965,0
2088-01-10,Frontier,MIA,SLC,741,0,44.641064015051256,0
2088-01-11,American,DFW,EWR,1508,1,19.92524631628632,0
2088-01-12,Southwest,DFW,IAH,1941,5,53.07014380649845,1
2088-01-13,Delta,ATL,DTW,1760,7,18.364677767939174,1
2088-01-14,Spirit,PHX,FLL,603,7,55.81465333595317,1
2088-01-15,Spirit,SFO,EWR,745,4,18.75435443898015,0
2088-01-16,Alaska,DEN,BOS,854,4,14.445123837462253,0
2088-01-17,Spirit,PHX,EWR,1773,6,49.8561123412246,1
2088-01-18,United,MIA,MSP,2219,4,11.922584136044494,0
2088-01-19,Southwest,SFO,SLC,1560,0,11.991421073437909,0
2088-01-20,Spirit,PHX,IAH,2105,9,6.339491147139553,1
2088-01-21,United,LAX,FLL,682,7,15.548389677447696,1
2088-01-22,United,ATL,LAS,1943,7,48.91116224276088,1
2088-01-23,JetBlue,ORD,EWR,1130,2,30.208361479096666,0
2088-01-24,Alaska,DFW,DTW,1149,4,10.222144139750801,0
2088-01-25,Southwest,LAX,FLL,960,2,13.557095080389054,0
2088-01-26,United,MIA,MSP,2266,8,18.958179110339323,1
2088-01-27,Delta,SFO,LAS,2332,7,0.09497294348937757,1
2088-01-28,Spirit,ATL,BWI,1702,9,43.30933485357407,1
2088-01-29,JetBlue,SFO,IAH,2040,3,56.73213033851235,1
2088-01-30,American,SFO,IAH,1688,5,46.8995431953267,1
2088-01-31,Spirit,ORD,CLT,556,9,31.74923391623329,1
2088-02-01,Spirit,JFK,BWI,1771,7,21.54006779602109,1
2088-02-02,Spirit,ORD,BOS,2265,3,58.79823687407532,1
2088-02-03,JetBlue,PHX,MSP,1552,2,12.850901644388802,0
2088-02-04,American,JFK,SLC,2091,3,5.355904988093787,0
2088-02-05,Alaska,LAX,MSP,2237,4,39.585160471288205,0
2088-02-06,Southwest,SFO,LAS,1364,6,30.56027231449158,1
2088-02-07,Southwest,ATL,FLL,1810,2,32.13860386380569,0
2088-02-08,American,DEN,BOS,1250,2,45.67279283104856,0
2088-02-09,Frontier,MIA,SLC,1619,1,26.706232108018696,0
2088-02-10,Spirit,ORD,DTW,1257,0,3.065160502780868,0
2088-02-11,Delta,JFK,EWR,679,2,6.993451417044733,0
2088-02-12,American,JFK,IAH,1792,3,21.392295769301366,0
2088-02-13,American,JFK,SLC,1239,9,56.90312021204051,1
2088-02-14,Southwest,PHX,CLT,528,4,47.93182116516564,0
2088-02-15,United,ORD,SLC,1120,9,45.090074752066776,1
2088-02-16,Delta,SEA,LAS,2122,3,12.568809115883994,0
2088-02-17,Southwest,SFO,DTW,685,0,43.70823695596073,0
2088-02-18,JetBlue,SFO,IAH,655,3,13.096114240561633,0
2088-02-19,American,LAX,BOS,1628,3,18.97727811744923,0
2088-02-20,Frontier,DEN,IAH,2194,0,53.09723786873072,1
2088-02-21,United,DEN,BWI,2210,8,46.368389680041645,1
2088-02-22,Delta,MIA,EWR,2228,2,48.84388303457933,0
2088-02-23,Alaska,PHX,MSP,1455,6,4.657360199928958,1
2088-02-24,Delta,SEA,EWR,1041,0,57.90149532715703,1
2088-02-25,Delta,SEA,DTW,1975,0,19.420171002358327,0
2088-02-26,Spirit,SFO,SLC,601,0,56.38453016453796,1
2088-02-27,American,SFO,LAS,1001,5,45.22940982891341,1
2088-02-28,American,SEA,LAS,955,6,27.96362115415056,1
2088-02-29,Alaska,DFW,SLC,809,6,38.71576542280262,1
2088-03-01,Alaska,DFW,IAH,1097,4,23.91278670756691,0
2088-03-02,Alaska,DFW,DTW,2355,8,37.56609661029514,1
2088-03-03,Southwest,SEA,MSP,1919,7,57.539147627818025,1
2088-03-04,Southwest,DEN,FLL,1511,7,41.377177228072426,1
2088-03-05,American,JFK,EWR,511,3,19.05296918569936,0
2088-03-06,American,PHX,DTW,1451,2,24.617916528536526,0
2088-03-07,Alaska,ORD,FLL,2182,2,37.6626856389052,0
2088-03-08,Southwest,MIA,CLT,1303,0,52.83330132280016,1
2088-03-09,United,DEN,BWI,2150,8,12.034461825779898,1
2088-03-10,Southwest,LAX,BOS,641,3,28.29528598353629,0
2088-03-11,American,ATL,MSP,1655,3,25.576416290993112,0
2088-03-12,Southwest,SFO,LAS,1144,9,23.763528886552407,1
2088-03-13,American,SEA,DTW,1821,6,47.96618571589643,1
2088-03-14,Alaska,SFO,BWI,1374,5,6.4149552333697235,1
2088-03-15,Spirit,LAX,FLL,1327,5,41.06056905248398,1
2088-03-16,Alaska,SFO,BWI,2072,0,38.86870582398396,0
2088-03-17,Alaska,DFW,DTW,2066,6,26.241192418145065,1
2088-03-18,United,SEA,BWI,1903,2,19.236936385402156,0
2088-03-19,Spirit,LAX,DTW,812,2,9.9083408717931,0
2088-03-20,United,MIA,CLT,1765,2,21.946170762579605,0
2088-03-21,American,JFK,IAH,1054,4,29.21536015938351,0
2088-03-22,Delta,DFW,IAH,1213,3,47.02007721964313,0
2088-03-23,JetBlue,ORD,BWI,810,4,18.804250021208077,0
2088-03-24,United,DFW,BWI,1100,6,3.8238552319737784,1
2088-03-25,American,JFK,IAH,1479,7,9.453181838421244,1
2088-03-26,Spirit,JFK,IAH,1788,4,57.44038147781354,1
2088-03-27,Southwest,LAX,CLT,2087,9,17.4308359378946,1
2088-03-28,Spirit,PHX,BOS,1119,4,6.865845951083214,0
2088-03-29,Alaska,MIA,BOS,832,9,7.021986630964441,1
2088-03-30,Alaska,ATL,LAS,1704,6,46.17209054299381,1
2088-03-31,Alaska,ATL,SLC,862,9,39.57204377444405,1
2088-04-01,American,ATL,DTW,788,1,57.98136230241091,1
2088-04-02,Alaska,SEA,LAS,501,3,32.07125566170647,0
2088-04-03,United,LAX,LAS,1034,6,3.7882868600334696,1
2088-04-04,Southwest,MIA,DTW,1283,8,36.67730106040292,1
2088-04-05,Alaska,ORD,BWI,1699,5,8.08393167928044,1
2088-04-06,American,ORD,MSP,747,5,38.144214158521265,1
2088-04-07,Southwest,LAX,IAH,860,5,26.652993311133955,1
2088-04-08,Alaska,DFW,LAS,713,8,43.89808605569153,1
2088-04-09,Delta,ATL,LAS,2167,9,42.04968149252725,1
2088-04-10,Frontier,ATL,LAS,2023,7,20.419440375029797,1
2088-04-11,Alaska,SFO,EWR,908,7,28.118403757270798,1
2088-04-12,JetBlue,LAX,DTW,1079,0,53.90834084872361,1
2088-04-13,Spirit,MIA,EWR,1206,1,59.664867837400536,1
2088-04-14,United,LAX,IAH,997,5,26.76779499549092,1
2088-04-15,Southwest,DFW,LAS,607,7,39.92436115084373,1
2088-04-16,United,SEA,CLT,538,8,3.229702168700328,1
2088-04-17,Delta,SFO,SLC,1632,7,22.621323143952637,1
2088-04-18,Delta,DFW,EWR,1505,1,20.61050438135757,0
2088-04-19,JetBlue,MIA,LAS,871,5,7.859163222104186,1
2088-04-20,United,DFW,DTW,1545,5,11.806870288866765,1
2088-04-21,Southwest,SFO,BWI,687,0,54.285538376418124,1
2088-04-22,Delta,LAX,FLL,663,5,40.47073180094726,1
2088-04-23,Frontier,MIA,CLT,1188,8,10.731959675860523,1
2088-04-24,Delta,SEA,CLT,1100,1,40.02556610680299,0
2088-04-25,Alaska,DEN,MSP,788,5,2.794800013088161,1
2088-04-26,JetBlue,DEN,CLT,1600,7,21.77716784671125,1
2088-04-27,Spirit,SFO,CLT,710,0,9.285498622041672,0
2088-04-28,American,SFO,SLC,1158,1,2.999651056296011,0
2088-04-29,Spirit,ATL,EWR,1338,7,24.527360571118678,1
2088-04-30,Frontier,SFO,LAS,1892,7,22.464447703031432,1
2088-05-01,Spirit,LAX,CLT,1017,0,35.004843950893665,0
2088-05-02,Frontier,SEA,LAS,2319,5,18.127792628812628,1
2088-05-03,Delta,ATL,CLT,1716,7,19.513488552625592,1
2088-05-04,Southwest,SEA,FLL,1471,0,42.13667930552574,0
2088-05-05,Southwest,SEA,CLT,1728,1,33.718364932063146,0
2088-05-06,Alaska,SEA,IAH,705,4,30.04911528669949,0
2088-05-07,Frontier,MIA,CLT,2305,4,14.157631952114585,0
2088-05-08,Southwest,JFK,SLC,2175,9,43.27353039500981,1
2088-05-09,Alaska,LAX,BOS,2350,3,34.88262658490573,0
2088-05-10,Delta,MIA,SLC,1978,3,24.24716937784413,0
2088-05-11,Delta,JFK,LAS,1879,7,24.369933381150858,1
2088-05-12,Spirit,DEN,BOS,2116,5,40.847309924239084,1
2088-05-13,Delta,ORD,BOS,507,0,47.61373372941099,0
2088-05-14,Delta,DFW,BOS,1089,3,14.550724740306936,0
2088-05-15,Frontier,ATL,DTW,1789,3,58.964576514186305,1
2088-05-16,American,ORD,EWR,1865,7,15.251856493078385,1
2088-05-17,JetBlue,SFO,CLT,856,1,19.22446137665927,0
2088-05-18,Spirit,LAX,MSP,1091,1,28.31854586683344,0
2088-05-19,Spirit,ORD,MSP,2233,6,6.415847610684999,1
2088-05-20,JetBlue,SFO,EWR,1315,1,0.9245201331579156,0
2088-05-21,American,ORD,MSP,1099,4,18.917102356641106,0
2088-05-22,Delta,SFO,CLT,1449,4,30.99601680042783,0
2088-05-23,Southwest,MIA,DTW,753,2,5.574903274022658,0
2088-05-24,Alaska,LAX,CLT,2085,0,15.055942853879252,0
2088-05-25,Spirit,JFK,EWR,2082,2,55.75576975920144,1
2088-05-26,JetBlue,JFK,DTW,2192,7,49.46375563453096,1
2088-05-27,United,LAX,DTW,857,7,20.122187876698835,1
2088-05-28,Alaska,MIA,DTW,1532,3,20.593543121854108,0
2088-05-29,United,DEN,IAH,2276,9,16.474317046778214,1
2088-05-30,United,MIA,DTW,1507,0,39.55121380382218,0
2088-05-31,Frontier,ORD,BWI,2101,3,1.6300575455754984,0
2088-06-01,Spirit,SFO,LAS,1238,8,15.203270568170472,1
2088-06-02,Delta,SFO,IAH,1336,9,37.63208178444505,1
2088-06-03,Frontier,DEN,IAH,1577,7,14.961616588144885,1
2088-06-04,United,DEN,IAH,1923,2,42.41767750506726,0
2088-06-05,Delta,DEN,DTW,998,1,55.002674854180725,1
2088-06-06,American,ATL,LAS,1403,3,44.85025391830536,0
2088-06-07,Southwest,PHX,BWI,2057,3,46.571679799174426,0
2088-06-08,United,ATL,CLT,1666,2,36.09383306311622,0
2088-06-09,Spirit,LAX,IAH,1132,3,31.5874308581631,0
2088-06-10,Southwest,SFO,FLL,1679,3,22.460678137363814,0
2088-06-11,Delta,LAX,EWR,912,4,59.96778938485591,1
2088-06-12,United,ORD,CLT,531,0,37.96601778020691,0
2088-06-13,Alaska,DEN,DTW,992,6,10.632375598985188,1
2088-06-14,Frontier,LAX,BOS,2307,7,25.17401052819263,1
2088-06-15,Spirit,JFK,DTW,1556,2,31.001876412171786,0
2088-06-16,American,SEA,SLC,1478,3,55.5076361129815,1
2088-06-17,JetBlue,MIA,FLL,1690,3,26.119670009604604,0
2088-06-18,American,ATL,SLC,933,1,24.39425421519907,0
2088-06-19,Frontier,ATL,DTW,1366,5,49.89098330286141,1
2088-06-20,United,ORD,MSP,2049,9,33.78085923682101,1
2088-06-21,Frontier,DFW,BOS,1306,0,51.34111019282131,1
2088-06-22,Spirit,SFO,BWI,1484,4,3.2564259421350505,0
2088-06-23,American,LAX,CLT,1722,7,3.496050215304709,1
2088-06-24,JetBlue,DFW,BOS,1031,4,38.14740815775511,0
2088-06-25,Alaska,SFO,IAH,2085,3,50.33519330160538,1
2088-06-26,Southwest,JFK,SLC,1178,6,56.84918814135247,1
2088-06-27,Frontier,ATL,FLL,1275,1,33.47190900001073,0
2088-06-28,Alaska,JFK,BWI,1390,0,2.680916707436931,0
2088-06-29,American,ATL,DTW,1553,6,12.373342473596566,1
2088-06-30,JetBlue,DEN,LAS,1258,2,52.23786590110154,1
2088-07-01,Southwest,DFW,DTW,1351,7,52.0767653035403,1
2088-07-02,Spirit,DFW,CLT,730,0,17.68757129032326,0
2088-07-03,JetBlue,SEA,EWR,1159,9,22.83998891561135,1
2088-07-04,Alaska,ORD,BWI,1039,1,22.404234300468502,0
2088-07-05,Delta,LAX,SLC,1337,4,28.60096832989744,0
2088-07-06,Delta,DEN,SLC,1449,1,48.893314812510326,0
2088-07-07,Southwest,DEN,DTW,956,9,16.48997709720757,1
2088-07-08,Frontier,MIA,CLT,1415,8,30.294280279672126,1
2088-07-09,Southwest,LAX,IAH,1162,9,40.30020785467634,1
2088-07-10,Southwest,ATL,IAH,1994,2,8.141804493986625,0
2088-07-11,Delta,SFO,CLT,2108,5,19.89445685989191,1
2088-07-12,Alaska,PHX,MSP,1050,1,33.485629555225444,0
2088-07-13,Frontier,DFW,LAS,789,7,22.102326936913094,1
2088-07-14,Southwest,SEA,LAS,649,0,38.1502650779774,0
2088-07-15,Delta,PHX,IAH,2123,1,55.806957777055345,1
2088-07-16,Southwest,LAX,FLL,2348,5,12.40099645152396,1
2088-07-17,Southwest,JFK,CLT,1698,8,40.18174678439894,1
2088-07-18,Frontier,JFK,CLT,1029,1,45.33892941784041,0
2088-07-19,Frontier,JFK,CLT,1787,4,9.230238802498032,0
2088-07-20,JetBlue,DFW,LAS,816,9,8.445844464492495,1
2088-07-21,Southwest,ATL,DTW,968,4,26.70051957564144,0
2088-07-22,Delta,DEN,BOS,913,3,35.0259260645594,0
2088-07-23,Alaska,DEN,MSP,621,8,28.993481385754837,1
2088-07-24,Delta,ORD,FLL,1513,5,2.8311366678477135,1
2088-07-25,Delta,DFW,BWI,1956,5,31.75148103459398,1
2088-07-26,Southwest,DFW,DTW,1723,9,58.41914853903683,1
2088-07-27,JetBlue,PHX,SLC,1970,2,55.638944634324645,1
2088-07-28,United,PHX,DTW,1444,7,23.232034640388296,1
2088-07-29,Spirit,JFK,MSP,2078,0,19.888190340542096,0
2088-07-30,United,DEN,EWR,592,9,36.07006016116414,1
2088-07-31,United,ATL,CLT,644,5,34.593303697279126,1
2088-08-01,Delta,DFW,BOS,1339,0,42.38362795283333,0
2088-08-02,Southwest,PHX,BWI,926,5,41.33770274678183,1
2088-08-03,Frontier,SFO,FLL,1450,9,12.897939657247496,1
2088-08-04,Spirit,JFK,SLC,1969,4,59.51423931604365,1
